MM/DD/YYYY,ID,YEAR,MONTH,DAY,TMAX,TMAX_FLAGS,TMIN,TMIN_FLAGS,PRCP,PRCP_FLAGS,SNWD,SNWD_FLAGS,AWND,AWND_FLAGS,FMTM,FMTM_FLAGS,PGTM,PGTM_FLAGS,TAVG,TAVG_FLAGS,WDF2,WDF2_FLAGS,WDF5,WDF5_FLAGS,WSF2,WSF2_FLAGS,WSF5,WSF5_FLAGS,TSUN,TSUN_FLAGS,WT01,WT01_FLAGS,WT02,WT02_FLAGS,WT08,WT08_FLAGS,WT03,WT03_FLAGS,SNOW,SNOW_FLAGS,WT07,WT07_FLAGS
2004-08-01,USW00003171,2004,08,1,311.0,__W,156.0,__W,0.0,__W,nan,nan,27.0,__W,1723.0,__W,1545.0,__W,233.0,__W,290.0,__W,290.0,__W,72.0,__W,94.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-02,USW00003171,2004,08,2,306.0,__W,167.0,__W,0.0,__W,nan,nan,22.0,__W,1604.0,__W,1456.0,__W,239.0,__W,270.0,__W,300.0,__W,72.0,__W,94.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-03,USW00003171,2004,08,3,322.0,__W,144.0,__W,0.0,__W,nan,nan,20.0,__W,1657.0,__W,1641.0,__W,233.0,__W,290.0,__W,270.0,__W,67.0,__W,80.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-04,USW00003171,2004,08,4,306.0,__W,150.0,__W,0.0,__W,nan,nan,24.0,__W,1537.0,__W,1405.0,__W,228.0,__W,300.0,__W,290.0,__W,67.0,__W,89.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-05,USW00003171,2004,08,5,317.0,__W,161.0,__W,0.0,__W,nan,nan,23.0,__W,1359.0,__W,1355.0,__W,239.0,__W,300.0,__W,320.0,__W,72.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-06,USW00003171,2004,08,6,350.0,__W,144.0,__W,0.0,__W,nan,nan,18.0,__W,1536.0,__W,1535.0,__W,250.0,__W,290.0,__W,280.0,__W,72.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-07,USW00003171,2004,08,7,356.0,__W,156.0,__W,0.0,__W,nan,nan,21.0,__W,1746.0,__W,1745.0,__W,256.0,__W,290.0,__W,280.0,__W,67.0,__W,89.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-08,USW00003171,2004,08,8,361.0,__W,172.0,__W,0.0,__W,nan,nan,24.0,__W,1551.0,__W,1552.0,__W,267.0,__W,300.0,__W,280.0,__W,72.0,__W,89.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-09,USW00003171,2004,08,9,378.0,__W,178.0,__W,0.0,__W,nan,nan,22.0,__W,1724.0,__W,1421.0,__W,278.0,__W,290.0,__W,290.0,__W,67.0,__W,94.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-10,USW00003171,2004,08,10,394.0,__W,189.0,__W,0.0,__W,nan,nan,23.0,__W,1341.0,__W,1424.0,__W,294.0,__W,280.0,__W,290.0,__W,76.0,__W,94.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-11,USW00003171,2004,08,11,378.0,__W,189.0,__W,0.0,__W,nan,nan,22.0,__W,1656.0,__W,1412.0,__W,283.0,__W,290.0,__W,280.0,__W,67.0,__W,89.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-12,USW00003171,2004,08,12,328.0,__W,183.0,__W,0.0,__W,nan,nan,24.0,__W,1132.0,__W,1131.0,__W,256.0,__W,300.0,__W,300.0,__W,76.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-13,USW00003171,2004,08,13,339.0,__W,189.0,__W,0.0,__W,nan,nan,28.0,__W,1618.0,__W,1541.0,__W,267.0,__W,270.0,__W,290.0,__W,72.0,__W,94.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-14,USW00003171,2004,08,14,339.0,__W,183.0,__W,0.0,__W,nan,nan,26.0,__W,1521.0,__W,1533.0,__W,261.0,__W,300.0,__W,280.0,__W,94.0,__W,107.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-15,USW00003171,2004,08,15,328.0,__W,178.0,__W,0.0,__W,nan,nan,25.0,__W,1518.0,__W,1443.0,__W,256.0,__W,290.0,__W,290.0,__W,80.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-16,USW00003171,2004,08,16,339.0,__W,167.0,__W,0.0,__W,nan,nan,24.0,__W,1517.0,__W,1507.0,__W,256.0,__W,290.0,__W,290.0,__W,76.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-17,USW00003171,2004,08,17,328.0,__W,167.0,__W,0.0,__W,nan,nan,22.0,__W,1617.0,__W,1616.0,__W,250.0,__W,280.0,__W,290.0,__W,72.0,__W,89.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-18,USW00003171,2004,08,18,322.0,__W,161.0,__W,0.0,__W,nan,nan,24.0,__W,1545.0,__W,1546.0,__W,244.0,__W,290.0,__W,300.0,__W,89.0,__W,103.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-19,USW00003171,2004,08,19,317.0,__W,161.0,__W,0.0,__W,nan,nan,25.0,__W,1603.0,__W,1432.0,__W,239.0,__W,300.0,__W,290.0,__W,72.0,__W,94.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-20,USW00003171,2004,08,20,306.0,__W,156.0,__W,0.0,__W,nan,nan,22.0,__W,1632.0,__W,1228.0,__W,233.0,__W,270.0,__W,300.0,__W,63.0,__W,89.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-21,USW00003171,2004,08,21,289.0,__W,161.0,__W,0.0,__W,nan,nan,25.0,__W,1634.0,__W,1609.0,__W,228.0,__W,270.0,__W,290.0,__W,63.0,__W,80.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-22,USW00003171,2004,08,22,300.0,__W,144.0,__W,0.0,__W,nan,nan,22.0,__W,1719.0,__W,1720.0,__W,222.0,__W,280.0,__W,280.0,__W,67.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-23,USW00003171,2004,08,23,272.0,__W,133.0,__W,0.0,__W,nan,nan,23.0,__W,1708.0,__W,1526.0,__W,206.0,__W,260.0,__W,300.0,__W,72.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-24,USW00003171,2004,08,24,289.0,__W,133.0,__W,0.0,__W,nan,nan,18.0,__W,1647.0,__W,1714.0,__W,211.0,__W,280.0,__W,270.0,__W,63.0,__W,76.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-25,USW00003171,2004,08,25,311.0,__W,139.0,__W,0.0,__W,nan,nan,23.0,__W,1549.0,__W,1547.0,__W,228.0,__W,280.0,__W,290.0,__W,72.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-26,USW00003171,2004,08,26,306.0,__W,156.0,__W,0.0,__W,nan,nan,19.0,__W,1546.0,__W,1545.0,__W,233.0,__W,290.0,__W,300.0,__W,67.0,__W,89.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-27,USW00003171,2004,08,27,322.0,__W,150.0,__W,0.0,__W,nan,nan,19.0,__W,1540.0,__W,1551.0,__W,239.0,__W,270.0,__W,280.0,__W,67.0,__W,89.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-28,USW00003171,2004,08,28,333.0,__W,156.0,__W,0.0,__W,nan,nan,21.0,__W,1511.0,__W,1510.0,__W,244.0,__W,300.0,__W,290.0,__W,72.0,__W,94.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-29,USW00003171,2004,08,29,344.0,__W,144.0,__W,0.0,__W,nan,nan,20.0,__W,1443.0,__W,1340.0,__W,244.0,__W,300.0,__W,300.0,__W,67.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-30,USW00003171,2004,08,30,361.0,__W,139.0,__W,0.0,__W,nan,nan,17.0,__W,1501.0,__W,1500.0,__W,250.0,__W,280.0,__W,280.0,__W,76.0,__W,98.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-08-31,USW00003171,2004,08,31,383.0,__W,150.0,__W,0.0,T_W,nan,nan,18.0,__W,1554.0,__W,1553.0,__W,267.0,__W,290.0,__W,300.0,__W,63.0,__W,80.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-01,USW00003171,2004,09,1,406.0,__W,167.0,__W,0.0,__W,nan,nan,13.0,__W,1533.0,__W,1603.0,__W,289.0,__W,280.0,__W,260.0,__W,72.0,__W,89.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-02,USW00003171,2004,09,2,372.0,__W,167.0,__W,0.0,__W,nan,nan,23.0,__W,1502.0,__W,1502.0,__W,272.0,__W,290.0,__W,290.0,__W,89.0,__W,107.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-03,USW00003171,2004,09,3,289.0,__W,167.0,__W,0.0,__W,nan,nan,25.0,__W,1635.0,__W,1624.0,__W,228.0,__W,290.0,__W,290.0,__W,72.0,__W,98.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-04,USW00003171,2004,09,4,361.0,__W,128.0,__W,0.0,__W,nan,nan,15.0,__W,1659.0,__W,1658.0,__W,244.0,__W,270.0,__W,270.0,__W,67.0,__W,80.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-05,USW00003171,2004,09,5,394.0,__W,139.0,__W,0.0,__W,nan,nan,20.0,__W,1649.0,__W,1140.0,__W,267.0,__W,260.0,__W,150.0,__W,72.0,__W,94.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-06,USW00003171,2004,09,6,372.0,__W,144.0,__W,0.0,__W,nan,nan,22.0,__W,1444.0,__W,1607.0,__W,261.0,__W,280.0,__W,260.0,__W,76.0,__W,98.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-07,USW00003171,2004,09,7,389.0,__W,144.0,__W,0.0,__W,nan,nan,18.0,__W,1714.0,__W,1646.0,__W,267.0,__W,290.0,__W,280.0,__W,72.0,__W,94.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-08,USW00003171,2004,09,8,383.0,__W,178.0,__W,0.0,__W,nan,nan,20.0,__W,1526.0,__W,1526.0,__W,283.0,__W,280.0,__W,280.0,__W,72.0,__W,94.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-09,USW00003171,2004,09,9,372.0,__W,206.0,__W,0.0,T_W,nan,nan,17.0,__W,1526.0,__W,1529.0,__W,289.0,__W,280.0,__W,280.0,__W,72.0,__W,94.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-10,USW00003171,2004,09,10,372.0,__W,211.0,__W,0.0,__W,nan,nan,17.0,__W,1418.0,__W,1456.0,__W,294.0,__W,250.0,__W,250.0,__W,72.0,__W,94.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-11,USW00003171,2004,09,11,372.0,__W,211.0,__W,0.0,__W,nan,nan,18.0,__W,1409.0,__W,1431.0,__W,294.0,__W,290.0,__W,250.0,__W,76.0,__W,98.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-12,USW00003171,2004,09,12,350.0,__W,189.0,__W,0.0,__W,nan,nan,21.0,__W,1527.0,__W,1226.0,__W,272.0,__W,290.0,__W,310.0,__W,72.0,__W,98.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-13,USW00003171,2004,09,13,306.0,__W,161.0,__W,0.0,__W,nan,nan,21.0,__W,1514.0,__W,1514.0,__W,233.0,__W,290.0,__W,290.0,__W,76.0,__W,80.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-14,USW00003171,2004,09,14,278.0,__W,167.0,__W,0.0,T_W,nan,nan,17.0,__W,1621.0,__W,1621.0,__W,222.0,__W,280.0,__W,280.0,__W,67.0,__W,76.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-15,USW00003171,2004,09,15,294.0,__W,167.0,__W,0.0,__W,nan,nan,18.0,__W,1839.0,__W,1402.0,__W,233.0,__W,280.0,__W,240.0,__W,58.0,__W,80.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-16,USW00003171,2004,09,16,311.0,__W,189.0,__W,0.0,__W,nan,nan,19.0,__W,1552.0,__W,1541.0,__W,250.0,__W,270.0,__W,300.0,__W,58.0,__W,76.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-17,USW00003171,2004,09,17,311.0,__W,150.0,__W,0.0,__W,nan,nan,19.0,__W,1611.0,__W,1556.0,__W,233.0,__W,270.0,__W,260.0,__W,58.0,__W,76.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-18,USW00003171,2004,09,18,289.0,__W,144.0,__W,0.0,__W,nan,nan,21.0,__W,1557.0,__W,1653.0,__W,217.0,__W,280.0,__W,260.0,__W,72.0,__W,89.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-19,USW00003171,2004,09,19,256.0,__W,139.0,__W,0.0,__W,nan,nan,25.0,__W,1408.0,__W,1654.0,__W,200.0,__W,250.0,__W,250.0,__W,76.0,__W,103.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-20,USW00003171,2004,09,20,250.0,__W,111.0,__W,0.0,__W,nan,nan,21.0,__W,2356.0,__W,2354.0,__W,183.0,__W,10.0,__W,10.0,__W,89.0,__W,107.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-21,USW00003171,2004,09,21,311.0,__W,156.0,__W,0.0,__W,nan,nan,67.0,__W,552.0,__W,1026.0,__W,233.0,__W,360.0,__W,30.0,__W,116.0,__W,156.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-22,USW00003171,2004,09,22,339.0,__W,117.0,__W,0.0,__W,nan,nan,33.0,__W,1359.0,__W,1020.0,__W,228.0,__W,350.0,__W,360.0,__W,98.0,__W,112.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-23,USW00003171,2004,09,23,350.0,__W,122.0,__W,0.0,__W,nan,nan,16.0,__W,1539.0,__W,1559.0,__W,239.0,__W,280.0,__W,260.0,__W,67.0,__W,89.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-24,USW00003171,2004,09,24,356.0,__W,122.0,__W,0.0,__W,nan,nan,17.0,__W,1436.0,__W,1606.0,__W,239.0,__W,280.0,__W,280.0,__W,72.0,__W,89.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-25,USW00003171,2004,09,25,361.0,__W,128.0,__W,0.0,__W,nan,nan,14.0,__W,1404.0,__W,1506.0,__W,244.0,__W,290.0,__W,270.0,__W,72.0,__W,89.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-26,USW00003171,2004,09,26,361.0,__W,133.0,__W,0.0,__W,nan,nan,15.0,__W,1514.0,__W,1421.0,__W,250.0,__W,260.0,__W,290.0,__W,67.0,__W,89.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-27,USW00003171,2004,09,27,344.0,__W,133.0,__W,0.0,__W,nan,nan,20.0,__W,1515.0,__W,1506.0,__W,239.0,__W,290.0,__W,280.0,__W,72.0,__W,103.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-28,USW00003171,2004,09,28,267.0,__W,128.0,__W,0.0,__W,nan,nan,24.0,__W,1534.0,__W,1533.0,__W,200.0,__W,260.0,__W,260.0,__W,67.0,__W,89.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-29,USW00003171,2004,09,29,233.0,__W,156.0,__W,0.0,__W,nan,nan,20.0,__W,1617.0,__W,1520.0,__W,194.0,__W,290.0,__W,280.0,__W,58.0,__W,72.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-09-30,USW00003171,2004,09,30,211.0,__W,133.0,__W,0.0,__W,nan,nan,17.0,__W,1623.0,__W,1621.0,__W,172.0,__W,290.0,__W,290.0,__W,54.0,__W,63.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-01,USW00003171,2004,10,1,272.0,__W,150.0,__W,0.0,__W,nan,nan,11.0,__W,1621.0,__W,1613.0,__W,211.0,__W,250.0,__W,280.0,__W,54.0,__W,67.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-02,USW00003171,2004,10,2,289.0,__W,117.0,__W,0.0,__W,nan,nan,21.0,__W,1427.0,__W,1426.0,__W,206.0,__W,280.0,__W,280.0,__W,80.0,__W,103.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-03,USW00003171,2004,10,3,289.0,__W,111.0,__W,0.0,__W,nan,nan,15.0,__W,1410.0,__W,1343.0,__W,200.0,__W,300.0,__W,290.0,__W,63.0,__W,76.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-04,USW00003171,2004,10,4,283.0,__W,128.0,__W,0.0,__W,nan,nan,19.0,__W,1354.0,__W,1332.0,__W,206.0,__W,300.0,__W,290.0,__W,63.0,__W,80.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-05,USW00003171,2004,10,5,306.0,__W,111.0,__W,0.0,__W,nan,nan,15.0,__W,1552.0,__W,1552.0,__W,211.0,__W,290.0,__W,280.0,__W,58.0,__W,67.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-06,USW00003171,2004,10,6,339.0,__W,117.0,__W,0.0,__W,nan,nan,17.0,__W,1429.0,__W,1428.0,__W,228.0,__W,290.0,__W,290.0,__W,72.0,__W,94.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-07,USW00003171,2004,10,7,333.0,__W,122.0,__W,0.0,__W,nan,nan,17.0,__W,1447.0,__W,1447.0,__W,228.0,__W,290.0,__W,290.0,__W,72.0,__W,94.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-08,USW00003171,2004,10,8,367.0,__W,128.0,__W,0.0,__W,nan,nan,17.0,__W,1541.0,__W,1611.0,__W,250.0,__W,270.0,__W,270.0,__W,67.0,__W,89.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-09,USW00003171,2004,10,9,294.0,__W,117.0,__W,0.0,__W,nan,nan,24.0,__W,1447.0,__W,1337.0,__W,206.0,__W,300.0,__W,300.0,__W,76.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-10,USW00003171,2004,10,10,233.0,__W,133.0,__W,0.0,__W,nan,nan,24.0,__W,1336.0,__W,1344.0,__W,183.0,__W,300.0,__W,310.0,__W,63.0,__W,76.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-11,USW00003171,2004,10,11,272.0,__W,100.0,__W,0.0,__W,nan,nan,12.0,__W,1545.0,__W,1457.0,__W,189.0,__W,260.0,__W,270.0,__W,54.0,__W,67.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-12,USW00003171,2004,10,12,333.0,__W,133.0,__W,0.0,T_W,nan,nan,23.0,__W,1350.0,__W,1349.0,__W,233.0,__W,50.0,__W,60.0,__W,80.0,__W,103.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-13,USW00003171,2004,10,13,311.0,__W,139.0,__W,0.0,__W,nan,nan,19.0,__W,1610.0,__W,1413.0,__W,228.0,__W,280.0,__W,280.0,__W,67.0,__W,94.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-14,USW00003171,2004,10,14,361.0,__W,117.0,__W,0.0,__W,nan,nan,20.0,__W,1528.0,__W,1528.0,__W,239.0,__W,290.0,__W,290.0,__W,103.0,__W,143.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-15,USW00003171,2004,10,15,294.0,__W,117.0,__W,0.0,__W,nan,nan,19.0,__W,1419.0,__W,1418.0,__W,206.0,__W,290.0,__W,290.0,__W,67.0,__W,80.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-16,USW00003171,2004,10,16,200.0,__W,139.0,__W,0.0,T_W,nan,nan,17.0,__W,1414.0,__W,1435.0,__W,172.0,__W,290.0,__W,280.0,__W,63.0,__W,76.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-17,USW00003171,2004,10,17,222.0,__W,144.0,__W,53.0,__W,nan,nan,22.0,__W,1500.0,__W,1443.0,__W,183.0,__W,260.0,__W,240.0,__W,72.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-18,USW00003171,2004,10,18,217.0,__W,150.0,__W,3.0,__W,nan,nan,15.0,__W,1323.0,__W,1415.0,__W,183.0,__W,280.0,__W,260.0,__W,58.0,__W,76.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-19,USW00003171,2004,10,19,194.0,__W,139.0,__W,0.0,T_W,nan,nan,15.0,__W,2359.0,__W,2358.0,__W,167.0,__W,170.0,__W,170.0,__W,72.0,__W,94.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-20,USW00003171,2004,10,20,189.0,__W,133.0,__W,64.0,__W,nan,nan,27.0,__W,304.0,__W,303.0,__W,161.0,__W,170.0,__W,160.0,__W,94.0,__W,116.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-21,USW00003171,2004,10,21,194.0,__W,111.0,__W,36.0,__W,nan,nan,18.0,__W,1510.0,__W,1510.0,__W,156.0,__W,280.0,__W,280.0,__W,72.0,__W,94.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-22,USW00003171,2004,10,22,206.0,__W,83.0,__W,0.0,__W,nan,nan,8.0,__W,1645.0,__W,1728.0,__W,144.0,__W,270.0,__W,280.0,__W,40.0,__W,54.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-23,USW00003171,2004,10,23,228.0,__W,89.0,__W,3.0,__W,nan,nan,15.0,__W,1545.0,__W,1612.0,__W,161.0,__W,260.0,__W,280.0,__W,54.0,__W,63.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-24,USW00003171,2004,10,24,211.0,__W,100.0,__W,0.0,__W,nan,nan,9.0,__W,1651.0,__W,1643.0,__W,156.0,__W,260.0,__W,240.0,__W,45.0,__W,67.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-25,USW00003171,2004,10,25,211.0,__W,122.0,__W,0.0,__W,nan,nan,13.0,__W,1441.0,__W,1451.0,__W,167.0,__W,230.0,__W,250.0,__W,58.0,__W,76.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-26,USW00003171,2004,10,26,194.0,__W,117.0,__W,99.0,__W,nan,nan,26.0,__W,2045.0,__W,2359.0,__W,156.0,__W,140.0,__W,290.0,__W,76.0,__W,94.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-27,USW00003171,2004,10,27,161.0,__W,106.0,__W,376.0,__W,nan,nan,30.0,__W,623.0,__W,613.0,__W,133.0,__W,110.0,__W,130.0,__W,76.0,__W,103.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-28,USW00003171,2004,10,28,183.0,__W,89.0,__W,15.0,__W,nan,nan,15.0,__W,1819.0,__W,1255.0,__W,139.0,__W,260.0,__W,320.0,__W,54.0,__W,76.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-29,USW00003171,2004,10,29,200.0,__W,78.0,__W,0.0,__W,nan,nan,10.0,__W,1738.0,__W,1719.0,__W,139.0,__W,270.0,__W,270.0,__W,36.0,__W,54.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-30,USW00003171,2004,10,30,228.0,__W,61.0,__W,0.0,__W,nan,nan,12.0,__W,1516.0,__W,1711.0,__W,144.0,__W,280.0,__W,280.0,__W,45.0,__W,58.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2004-10-31,USW00003171,2004,10,31,228.0,__W,72.0,__W,0.0,__W,nan,nan,28.0,__W,2358.0,__W,2357.0,__W,150.0,__W,10.0,__W,10.0,__W,94.0,__W,112.0,__W,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
